
Time to simulate the solar system with dt = 200 and for 5000000 steps
3	1.31538e+15	1.87397e+18	1.04102e+18	7.59329e+16	9.34693e+15	5.19416e+15	3.45721e+14	-3.9896e-12	-1.52917e-11	-1.75124e-11	5.297e+15	1.86095e+18	1.05453e+18	1.31471e+18	9.30436e+15	5.26929e+15	6.53919e+15	5.15044e-11	5.73613e-12	-1.55753e-11	7.01191e+15	1.52044e+18	7.31152e+17	1.96838e+18	7.5641e+15	3.65339e+15	9.8255e+15	-4.75148e-11	9.55554e-12	3.30877e-11	
3	1.31538e+15	1.8694e+23	1.03884e+23	6.9145e+21	9.34693e+15	5.19416e+15	3.45721e+14	-3.15177e-27	-2.17641e-27	4.59496e-26	5.297e+15	1.86089e+23	1.05387e+23	1.30785e+23	9.30436e+15	5.26929e+15	6.53919e+15	-1.6159e-25	-1.50604e-25	2.75243e-25	7.01191e+15	1.51284e+23	7.30685e+22	1.96512e+23	7.5641e+15	3.65339e+15	9.8255e+15	1.64742e-25	1.5278e-25	-3.21192e-25	
3	1.31538e+15	3.73879e+23	2.07768e+23	1.38289e+22	9.34693e+15	5.19416e+15	3.45721e+14	-7.87942e-28	-5.44103e-28	1.14874e-26	5.297e+15	3.72176e+23	2.10773e+23	2.61569e+23	9.30436e+15	5.26929e+15	6.53919e+15	-4.03975e-26	-3.76509e-26	6.88106e-26	7.01191e+15	3.02566e+23	1.46136e+23	3.93022e+23	7.5641e+15	3.65339e+15	9.8255e+15	4.11855e-26	3.8195e-26	-8.0298e-26	
3	1.31538e+15	5.60818e+23	3.11651e+23	2.07433e+22	9.34693e+15	5.19416e+15	3.45721e+14	-3.50196e-28	-2.41824e-28	5.10551e-27	5.297e+15	5.58264e+23	3.16158e+23	3.92353e+23	9.30436e+15	5.26929e+15	6.53919e+15	-1.79544e-26	-1.67337e-26	3.05825e-26	7.01191e+15	4.53848e+23	2.19204e+23	5.89532e+23	7.5641e+15	3.65339e+15	9.8255e+15	1.83046e-26	1.69756e-26	-3.5688e-26	
3	1.31538e+15	7.47756e+23	4.15534e+23	2.76578e+22	9.34693e+15	5.19416e+15	3.45721e+14	-1.96985e-28	-1.36026e-28	2.87185e-27	5.297e+15	7.44351e+23	4.21544e+23	5.23136e+23	9.30436e+15	5.26929e+15	6.53919e+15	-1.00994e-26	-9.41273e-27	1.72027e-26	7.01191e+15	6.0513e+23	2.92272e+23	7.86042e+23	7.5641e+15	3.65339e+15	9.8255e+15	1.02964e-26	9.54875e-27	-2.00745e-26	
3	1.31538e+15	9.34695e+23	5.19417e+23	3.45722e+22	9.34693e+15	5.19416e+15	3.45721e+14	-1.26071e-28	-8.70565e-29	1.83798e-27	5.297e+15	9.30438e+23	5.2693e+23	6.5392e+23	9.30436e+15	5.26929e+15	6.53919e+15	-6.4636e-27	-6.02415e-27	1.10097e-26	7.01191e+15	7.56412e+23	3.65339e+23	9.82552e+23	7.5641e+15	3.65339e+15	9.8255e+15	6.58967e-27	6.1112e-27	-1.28477e-26	
3	1.31538e+15	1.12163e+24	6.23301e+23	4.14866e+22	9.34693e+15	5.19416e+15	3.45721e+14	-8.75491e-29	-6.04559e-29	1.27638e-27	5.297e+15	1.11653e+24	6.32316e+23	7.84704e+23	9.30436e+15	5.26929e+15	6.53919e+15	-4.48861e-27	-4.18343e-27	7.64563e-27	7.01191e+15	9.07694e+23	4.38407e+23	1.17906e+24	7.5641e+15	3.65339e+15	9.8255e+15	4.57616e-27	4.24389e-27	-8.922e-27	
3	1.31538e+15	1.30857e+24	7.27184e+23	4.8401e+22	9.34693e+15	5.19416e+15	3.45721e+14	-6.43218e-29	-4.44166e-29	9.37746e-28	5.297e+15	1.30261e+24	7.37701e+23	9.15488e+23	9.30436e+15	5.26929e+15	6.53919e+15	-3.29776e-27	-3.07354e-27	5.61719e-27	7.01191e+15	1.05898e+24	5.11475e+23	1.37557e+24	7.5641e+15	3.65339e+15	9.8255e+15	3.36208e-27	3.11796e-27	-6.55494e-27	
3	1.31538e+15	1.49551e+24	8.31067e+23	5.53155e+22	9.34693e+15	5.19416e+15	3.45721e+14	-4.92463e-29	-3.40065e-29	7.17962e-28	5.297e+15	1.4887e+24	8.43087e+23	1.04627e+24	9.30436e+15	5.26929e+15	6.53919e+15	-2.52484e-27	-2.35318e-27	4.30066e-27	7.01191e+15	1.21026e+24	5.84543e+23	1.57208e+24	7.5641e+15	3.65339e+15	9.8255e+15	2.57409e-27	2.38719e-27	-5.01863e-27	
3	1.31538e+15	1.68245e+24	9.34951e+23	6.22299e+22	9.34693e+15	5.19416e+15	3.45721e+14	-3.89107e-29	-2.68693e-29	5.67279e-28	5.297e+15	1.67479e+24	9.48473e+23	1.17706e+24	9.30436e+15	5.26929e+15	6.53919e+15	-1.99494e-27	-1.8593e-27	3.39806e-27	7.01191e+15	1.36154e+24	6.5761e+23	1.76859e+24	7.5641e+15	3.65339e+15	9.8255e+15	2.03385e-27	1.88617e-27	-3.96533e-27	
